filename,exists,size_bytes,english_variant,english_variant_exists,japanese_variant,japanese_variant_exists,status,english_ocr_sample
ch08-enterprise-kb-permission-citation-map-ja.webp,True,284482,ch08-enterprise-kb-permission-citation-map-ja-en.webp,False,ch08-enterprise-kb-permission-citation-map-ja.webp,True,localized_variant,"ise KB (SHER EEE D5 28S iF 5 Ya MTWTHERATHEWEISIES GU. MRAMICHR CRS. i ABR HAS BS: ASH user role oF B81: HRA BE, QE, POL ABHeRD. PoeAMR ABBE @ HA: PRARORMERESC, REREEBATCERU, ee | permission filter ss a) x RASLBEGEBRABT. Bx: A a BUSneMS ABB"
ch08-enterprise-kb-permission-eval-result-map-en.webp,True,758356,ch08-enterprise-kb-permission-eval-result-map-en.webp,True,ch08-enterprise-kb-permission-eval-result-map-en-ja.webp,False,localized_variant,"Enterprise KB Permission Eval Result Check matched doc, permission scope, and sources together. LL EE ET OOOO OTE | doc _001 doc __003 ———————S = | [SSS Refund Policy ‘Internal Customer Support SOP | visibility=public | visibility= internal"
ch08-enterprise-kb-permission-eval-result-map-ja.webp,True,680968,ch08-enterprise-kb-permission-eval-result-map-ja-en.webp,False,ch08-enterprise-kb-permission-eval-result-map-ja.webp,True,localized_variant,"7 © SKB MERE ho R 7 2 CybXS. MIRE. HES COTHRIS. sd ——— a EEN A a doc_001 | i doc_003 , | BeKYY— | | itmanye—yei-bsop Oe) a ae me | visibility = public | visibility= internal 3 4 ee . pice BE IV-WISATT OD? (i fi => doc_004 3 4 K- 2IO- yx S| "
ch08-faithfulness-citation-check-map-en.webp,True,463176,ch08-faithfulness-citation-check-map-en.webp,True,ch08-faithfulness-citation-check-map-en-ja.webp,False,localized_variant,"y, e e e a ~ Check Each Answer Claim Against Evidence Fluent is not trustworthy; every claim must point back to a source. Ra iG Faate, | ANSWER (MODEL OUTPUT) { Notes ——————— . | aim & The API returns JSON. Oe (—— i | Split the answer SS US"
ch08-faithfulness-citation-check-map-ja.webp,True,475602,ch08-faithfulness-citation-check-map-ja-en.webp,False,ch08-faithfulness-citation-check-map-ja.webp,True,localized_variant,"= we = ASO8 Fike itil CH itt COR CESLISS ZW, SEREHAART, fa® ... %3t 20245 = Va StS is (125008 (BUM REP E 2024203514 1,250/85 , % — cies 2amer, OY a Ce ae, en __ a claim 2 WRmXOI-V HER ( 95% DK. w srcB p.4 ———— BBX ld 20244 10A lc RRLELI. MM"
ch08-function-calling-validation-dispatch-map-en.webp,True,170578,ch08-function-calling-validation-dispatch-map-en.webp,True,ch08-function-calling-validation-dispatch-map-en-ja.webp,False,localized_variant,"an pias User Intent Lo The model & > M odel proposes the call. Tool Call “name"": “get_weather"", _ ehcp, Vaan The program Pied Boole | safely executes it. |} Schema li a i d Argument Chas Validation (""= | | fe ; Validation ‘\ 1 —_ (hiasia) a"
ch08-function-calling-validation-dispatch-map-ja.webp,True,223902,ch08-function-calling-validation-dispatch-map-ja-en.webp,False,ch08-function-calling-validation-dispatch-map-ja.webp,True,localized_variant,"Function Calling DL< & EFIAFUWLEREWL, FTOFILPRACRITS @ i-#-0 C=) 1-+¥-8H BRAN 5) HE ORRORREHAT Ce Model baad eS) (EFI) 2) ETH tool call BULLEBELT : + “name” “get_weather"", } H © 224-1 iL test Fry Tee Se maya I ~ ~ oie [| (2 rt rr on schema "
ch08-function-calling-weather-calculator-result-map-en.webp,True,832340,ch08-function-calling-weather-calculator-result-map-en.webp,True,ch08-function-calling-weather-calculator-result-map-en-ja.webp,False,localized_variant,". e e Two Function Calling Execution Paths One dispatch function routes weather and math to different tools, ee oe es aa name=get_weather, on on | city-Beijing weather result eather IInpu e einai “ I) Function Calling dis atch 4 | era What "
ch08-function-calling-weather-calculator-result-map-ja.webp,True,732624,ch08-function-calling-weather-calculator-result-map-ja-en.webp,False,ch08-function-calling-weather-calculator-result-map-ja.webp,True,localized_variant,"e e mse Function Calling » 2 22474338 JU dispatch a, RACEHtHES AO tool \ikS, tool call name=get_weather, : | ity Being dispatch Fae | KAA name | . temperature=22, | [get_neather | | a\ - condition=sunny. | ae 2 rguments \\ 5°? | ; ; esti | "
ch08-huggingface-ecosystem-layers-map-en.webp,True,150076,ch08-huggingface-ecosystem-layers-map-en.webp,True,ch08-huggingface-ecosystem-layers-map-en-ja.webp,False,localized_variant,HuggingFace Ecosystem More than a model hub ——— es) bs » Ww S : - o Datasets = Fa bees ye a TXT PARQUET T = 2) dataprep ) ans m Natural language processin Natural language _ processing - e is a A dee ° ad le = | powerful | and flexible é To
ch08-huggingface-ecosystem-layers-map-ja.webp,True,194314,ch08-huggingface-ecosystem-layers-map-ja-en.webp,False,ch08-huggingface-ecosystem-layers-map-ja.webp,True,localized_variant,"HuggingFace Id o** YY e ~ = EFIVBBEIITCPEW sim Datasets =) ~ (eu F-yehe, lal Ss: Ane BS Ss ee eetS ole as — if ‘G aE BT [=] (Oo #74 F—-IWE BH Ral Tokenizers _s#a#ersay || ate 4 te jc FAME tokens (c J mn es HATS BeEBtsas:: —_— tokens ‘ aa Ee"
ch08-hybrid-retrieval-blindspot-map-en.webp,True,165736,ch08-hybrid-retrieval-blindspot-map-en.webp,True,ch08-hybrid-retrieval-blindspot-map-en-ja.webp,False,localized_variant,e e Hybrid Search Blind Spots Keyword search and vector search each miss different queries. | 1) Keyword search 8125 2) Vector search — embedding Strong matches Strong matches (where it excels) (where it excels) Ba error code iy) | paraphra
ch08-hybrid-retrieval-blindspot-map-ja.webp,True,252424,ch08-hybrid-retrieval-blindspot-map-ja-en.webp,False,ch08-hybrid-retrieval-blindspot-map-ja.webp,True,localized_variant,A we = ¥+—T—-KRRCNTAILBROER ENENCEFCAAVSS. HHRDESTECHNERMST. Q F-7-KRR Gy <7 HIER keyword search QED vector search EB — Bc HW BBA Mc TAICAULRREERICHES BRDAWRREECH TBS apnic ec RUZ LD /)\ REONIHU LED) SMBCBUTLHSS BURAPMRRERBT BASH ID-RSERUI
ch08-inference-serving-queue-batch-map-en.webp,True,240028,ch08-inference-serving-queue-batch-map-en.webp,True,ch08-inference-serving-queue-batch-map-en-ja.webp,False,localized_variant,e Being able to run a model e e 1 is not the same as serving traffic. 2 poe QQ) ®t/siow Picks requests batch from the queue e e e GB balanced GOD ae eed CO) War ee | -_——* —_ ) timeout 6 | @@ concurrency a — i'n a a s4. Larger batch size an
ch08-inference-serving-queue-batch-map-ja.webp,True,269716,ch08-inference-serving-queue-batch-map-ja-en.webp,False,ch08-inference-serving-queue-batch-map-ja.webp,True,localized_variant,mi? [=] ny xy ® _——_ md EF IISA< . CEMBSSTTEW queue & batch THETS EFKCEEHT. FERC BEE! oS BEAEPSORL (TZN) 2S BAS yat-k el Bh O— ABLT. NGYRELS faye req ay < LAFYY & AW—-Tybon-k47 i ' LaFyy ENEMBCA o eh if == av ~ ai Bale T i</> all Wie queue
ch08-langchain-component-pipeline-map-en.webp,True,150906,ch08-langchain-component-pipeline-map-en.webp,True,ch08-langchain-component-pipeline-map-en-ja.webp,False,localized_variant,The value of a framework is separating component boundaries. Framework value: clear component boundaries User message aid see) User Query H Raw query ‘ H mm Input H — Raw query = Prompt Template cE H Formatted prompt ' ' ' ' ‘ é Formatted p
ch08-langchain-component-pipeline-map-ja.webp,True,174226,ch08-langchain-component-pipeline-map-ja-en.webp,False,ch08-langchain-component-pipeline-map-ja.webp,True,localized_variant,LangChain (iia: « 2 * =. IV R—-AYRORFZRITS AAEHARVIEANS Chain ORM @ user query at input output Prompt Template daa BHZBrzS prompt = Retriever ee es Context Builder as input Model output aa </>) Output Parser ae raw parsed €) app response A
ch08-llm-api-call-mental-model-en.webp,True,213546,ch08-llm-api-call-mental-model-en.webp,True,ch08-llm-api-call-mental-model-en-ja.webp,False,localized_variant,@ User request Lae i gh 1 H y Auser asks a ' 14 What is the t question in your =| toy? = i application. \ refund policy? | (J/) Ce a / WELT] // iT I AG ft < = ¥ > 2) Build request object | H [ messages | {a ts Ye helpful assistant. in| syst
ch08-llm-api-call-mental-model-ja.webp,True,231908,ch08-llm-api-call-mental-model-ja-en.webp,False,ch08-llm-api-call-mental-model-ja.webp,True,localized_variant,"! sO aSae | tf zm , 1 WER Y—ld? Aa al r HMELET ! > (a ty aaa cans ae 4 . ay | @ VILAheS model | gpt-do-mini Vt Hy JSON (E78) J = H Til = | & messages || sytem SEKAMIETIAIA, | model"": “gpt-4o-nini"", (Xye-3 AE) @ = pnts FTI) snestages™: 3... "
ch08-llm-api-robust-client-loop-map-en.webp,True,423448,ch08-llm-api-robust-client-loop-map-en.webp,True,ch08-llm-api-robust-client-loop-map-en-ja.webp,False,localized_variant,> \ODUS PI Clien A P i 9 i Production clients must succeed cleanly and fail clearly. ¢ @} = OY. Geel’ uae } 2 Assemble a Recoverable Pl reques! Pe | Bul = < cae) LA LEP Athrzation — ! bars BODY (JSON) lg ‘7 ae ae =— { > 8 i ep SS GM aay ae
ch08-llm-api-robust-client-loop-map-ja.webp,True,625276,ch08-llm-api-robust-client-loop-map-ja-en.webp,False,ch08-llm-api-robust-client-loop-map-ja.webp,True,localized_variant,"BX aee LLM API 79747>k jp BS LL FAT Yk. GY = BEIIAP YM. RAE CES ABERAPT CRT. < ~ 1 1 Request 2 2 Retry rovider ~\M""FUH LEES. IBA RES AME BERIT. Pp He) — le = Think fee | ; f | Se / sag =n ECONNRESET b . & a) == 5 4 U) y a. Pee @ An — ee POS"
ch08-llm-app-capability-loop-en.webp,True,117388,ch08-llm-app-capability-loop-en.webp,True,ch08-llm-app-capability-loop-en-ja.webp,False,localized_variant,"LLM App Capability Loop e How can | analyze last | an quarter’s sales by region? | | User Input Om - re: Context Build | Detection | + EQ €: x + | RAG Retrieval Function Calling Direct Generation echt, (=) Prompt Assembly | as LLM Output ea"
ch08-llm-app-capability-loop-ja.webp,True,191640,ch08-llm-app-capability-loop-ja-en.webp,False,ch08-llm-app-capability-loop-ja.webp,True,localized_variant,pry —7 46 q ¥; Zs > LLM PFUREDIL—-T < Og s-9-09 { errs Q (intent detection) BEEREDS 3] —Je MiB VEG ABEL Ey (AYT#Z ha) “— 44) M4) @ st A RAG &H Function Calling BREN (RAG retrieval) (Y—JDEEO HL) (Direct Generation) HALE tLyy SAB APL |) BRR O
ch08-llmops-trace-loop-en.webp,True,644588,ch08-llmops-trace-loop-en.webp,True,ch08-llmops-trace-loop-en-ja.webp,False,localized_variant,"| ~ LLMOps Trace Review L | ps lrace Review Loop IS AOR TIEE:SE EN E OLSEESTES One request_id connects retrieval, prompt, model, format, and cost. @) User ta What are the s< best practices for Request ! LLMOps trace readiness? Ye request_id"
ch08-llmops-trace-loop-ja.webp,True,761694,ch08-llmops-trace-loop-ja-en.webp,False,ch08-llmops-trace-loop-ja.webp,True,localized_variant,"i eC. 46 315) os re) LLMOps Trace 428 /L-7 Y ty io FAL request.id #4RR, Prompt, EF IL, HA, IAhE IMEC, Mr ( 234.0 Alo a 6 Lea V FAM RiIWT irae | ARR Prompt £7) HAto7? OS Prompt g0P = bX] IG) BfBaTe2A') —f BFBaTedd | Ci BFFa-Tedd | BFBaTedd'|"
ch08-local-model-api-decision-map-en.webp,True,161522,ch08-local-model-api-decision-map-en.webp,True,ch08-local-model-api-decision-map-en-ja.webp,False,localized_variant,A tradeoff between business constraints | 0 Privacy i > Offline | $ Cost (ee @ Quality we © Latency @ 3 conn . Mf cloudAPI ©¢& & @ | fast start | managed always available JEAN tocatmoder OF # & data stays works full local offline control |
ch08-local-model-api-decision-map-ja.webp,True,216384,ch08-local-model-api-decision-map-ja-en.webp,False,ch08-local-model-api-decision-map-ja.webp,True,localized_variant,AMET ILE cloud API 0:2U4 ZBHIWOKL-KATERMOT. RERERE. HMO Yb (690DER) FIANY— F—BEARBIC MECESD? IZk FYIVIAARYS FREHSTESD? jZ3%E (Latency) UPR Lteld CORERED? AIItY ATVIATVRRCO ABLE? me BBRHOEFILN NA xan? 32H (Operations) EA - RTORBE CORCHECESD?
ch08-model-serving-decision-map-en.webp,True,222904,ch08-model-serving-decision-map-en.webp,True,ch08-model-serving-decision-map-en-ja.webp,False,localized_variant,"Model Serving = ee i — -+ Decision Map + Choose cloud, local, or hybrid based on constraints. Cy quality = A ) inference higher quality optimization latency optimize lower latency inference | streaming cost stream outputs m fo) d el lower c"
ch08-model-serving-decision-map-ja.webp,True,168420,ch08-model-serving-decision-map-ja-en.webp,False,ch08-model-serving-decision-map-ja.webp,True,localized_variant,"model serving RCT ILE BARRO CSC, OR BH - IAZK- FIINY— + GPUXEVO Hl A CES ma HWE = ARKO FS4ANY- GPUXEY 95)@9 a a) quantization routing caching streaming | | gs a> : ange o wuz = ! EM RUDI #yyya BRED cloud API BmeaSe: AREER local model (iE SR"
ch08-observability-logs-metrics-trace-map-en.webp,True,476864,ch08-observability-logs-metrics-trace-map-en.webp,True,ch08-observability-logs-metrics-trace-map-en-ja.webp,False,localized_variant,"e ogs, Metrics, Trace: Read Togeth A bad answer needs all three signals, not one screenshot. - 1 = z 1 Logs 2 Metrics oe | |e What happened in this request. Whether the system is abnormal. | =- 5 | ome = 5 7 4 espe = et S ‘syste ~ pequst Ti"
ch08-observability-logs-metrics-trace-map-ja.webp,True,486272,ch08-observability-logs-metrics-trace-map-ja-en.webp,False,ch08-observability-logs-metrics-trace-map-ja.webp,True,localized_variant,"a mSt by Logs / Metrics / Trace 2—-#Ic#t C = BUBFSORA. —MOBMBMEI TADS. 1) logs Orrsiey y a < a) 9IXR ke 10:15:21.123 INFO web - 10:15:21.789 ERROR service - fi S y request started LLM request failed t, PARE ED. _| req_id=(Ei2RZEU]) nethod=P"
ch08-project-delivery-loop-en.webp,True,157140,ch08-project-delivery-loop-en.webp,True,ch08-project-delivery-loop-en-ja.webp,False,localized_variant,A PROJECT IS NOT GENERATED ONCE; IT IS A CLOSED LOOP OF ww (ual User Task / Question | v —- intent check ial °O@@ 1 J 1 i] i] ay ) RAG retrieval 4) direct r—1|_ If knowledge LLM call needed If not needed 4 J a & 5] structured output J © g v
ch08-project-delivery-loop-ja.webp,True,220796,ch08-project-delivery-loop-ja-en.webp,False,ch08-project-delivery-loop-ja.webp,True,localized_variant,"LLM? FU O2HTHIL—T7 1-¥-O# > BMH > RAG / direct LLM call > structured output — validation > citation > logs > feedback > evaluation > README / portfolio O i-+-o#n (5) en an Be © intent (a@myWz) re) MRED? ' A: Saat B: AMA BEML (rexy2) a, @) R"
ch08-project-learning-order-map-en.webp,True,199868,ch08-project-learning-order-map-en.webp,True,ch08-project-learning-order-map-en-ja.webp,False,localized_variant,+ $ Bet *® . Courseware * Ee}: . w socaton \ * — RAG + CO Cm —F a rd | ea ? conversation i fe —~ 7 — © Smart Q&A ._— | | Assistant @) t © Sources & a « — Evaluation =@ sane @ = — Document > | 2) Answer —“-O-& ; Knowled i ‘ nowle = : ; 0 Bas
ch08-project-learning-order-map-ja.webp,True,197964,ch08-project-learning-order-map-ja-en.webp,False,ch08-project-learning-order-map-ja.webp,True,localized_variant,", FAYPLIb FROM + — EFIEQ&AD5S — Mit N\—ZAQ&A =e Me OY v #03 | Fe y evaluation (\el=] v AY—FQ&A a=), in EEL SeatO) ©—— | conversation state / tools 5 @)@) (=n v RAG + fine-tuning ya 6 call vy. _________ a AMEm ; 7 courseware generation (6, <"
ch08-projects-route-map-en.webp,True,190030,ch08-projects-route-map-en.webp,True,ch08-projects-route-map-en-ja.webp,False,localized_variant,"- Chapter 8 Project Roadmap -— Build a complete LLM application system 1) SOURCE MATERIALS _ Docs & Notes 2] PROCESSING PIPELINE pipes ilk _ BBB e ( gor =~ > BBe » |,°° @-- (> Q Baa Parse Chunk Vectorize logs 3) RETRIEVAL + MODEL An = eta) "
ch08-projects-route-map-ja.webp,True,197732,ch08-projects-route-map-ja-en.webp,False,ch08-projects-route-map-ja.webp,True,localized_variant,"= ae s 88S FOVIFKBSA ————° FR. EFIL. PTV, LORS -——— [4 = y SECEBHAO oO Me RA aa MEARE ¥ HE? BREIL Ow <a v L BREW © Gwar |x ax 2 v 0 . Sos FEAR EREAZNDKC é& Ab IVE E: SEB L CRE 5) ‘ @ war sinwewer Ss Q RAG retrieval g SG ae il cad H : 6] WS "
ch08-rag-app-loop-en.webp,True,376546,ch08-rag-app-loop-en.webp,True,ch08-rag-app-loop-en-ja.webp,False,localized_variant,"a a = Five-Layer RAG Application Loop Knowledge, retrieval, generation, app, and ops together shape answer quality. | Doc: Refund Policy | 7 | Knowledge pide B Chunk 1D: C001 Ba Metadata | Refund Policy Refunds within 30 days | . gt ES of p"
ch08-rag-app-loop-ja.webp,True,361766,ch08-rag-app-loop-ja-en.webp,False,ch08-rag-app-loop-ja.webp,True,localized_variant,"RAG FFUOLEI—T =| Ala. RR. ER. VT. BAPHSRAERHOS. _ TLOGGLii dt tL EAN Y) } 4 cap chunk 001 1| Se Serres Chunking ane netadate E) epasuenes > KBIAS. source: policy. pdf | } REC Bi. o, 10S RBA. chunk_002 title: BRA DotA Ss / chunk Di * ‘AP re "
ch08-rag-basics-workflow-map-v2-en.webp,True,650996,ch08-rag-basics-workflow-map-v2-en.webp,True,ch08-rag-basics-workflow-map-v2-en-ja.webp,False,localized_variant,i! . . ° = —_- RAG Finds Evidence Before Answering a 6 The question searches first; evidence enters context ; i the answer points back to sources. = & Question =] Turn the user need zy into a retrieval request. =] = | es ymca | retrieve top
ch08-rag-basics-workflow-map-v2-ja.webp,True,841944,ch08-rag-basics-workflow-map-v2-ja-en.webp,False,ch08-rag-basics-workflow-map-v2-ja.webp,True,localized_variant,"ru BS Ss Ge ~— RAG ABBE ERUtH 5 E25 G] — Guestion & HAR. evidence & context AM, OHis HRART. | tdi. Bd kRdLEWOTIAM, 1-#-9% a . Z AR request 3. PON GRA WIITONET A? ; ze > 3 Fs 7 RRM) [retroe tpt) | SRF» | ROBRN-2 (440) >A) retrieve top Kl bee"
ch08-rag-core-chapter-flow-en.webp,True,233032,ch08-rag-core-chapter-flow-en.webp,True,ch08-rag-core-chapter-flow-en-ja.webp,False,localized_variant,"RAG Core Learning Path — Be Run the loop first, then improve each layer. @} C exe ia, LN o, @ Mininaltoor QB) @-14) * *, . d => wa i} Get it working Query Retrieve Context Answer Feedback | H end-to-end. t J J 4 1 ; + ' 1 @ Pare Sl. + | & C"
ch08-rag-core-chapter-flow-ja.webp,True,241890,ch08-rag-core-chapter-flow-ja-en.webp,False,ch08-rag-core-chapter-flow-ja.webp,True,localized_variant,"~ ats, RAG BbROFRBIAF ETHIL—FeiBS. TORCH RERALTS ByRAG HUL-F ag 1 BR — context £k - AS > Hii r #-BAUT, SHKEDES AMOS Keo w- BH +s 2 BHACT<, AMOR TUBE #T ld BR-DVU-VPIYT FS EL<one Chunk & metadata a 3 WD Bl L, (HH (metadata) € QA Hit THHCESAI"
ch08-rag-data-to-answer-pipeline-en.webp,True,551838,ch08-rag-data-to-answer-pipeline-en.webp,True,ch08-rag-data-to-answer-pipeline-en-ja.webp,False,localized_variant,"' . From Source Material to Evidence-Backed Answer Check retrieval before trusting generation. ; 4 | Climate Poliey Report U ——T —— ay 2) 7 i"" if A\\h\/ —aes cue } 4 \\ | 250 SB) load docs | \H } Permission: Public } Read raw source documen"
ch08-rag-data-to-answer-pipeline-ja.webp,True,433070,ch08-rag-data-to-answer-pipeline-ja-en.webp,False,ch08-rag-data-to-answer-pipeline-ja.webp,True,localized_variant,"Ss a wal 4st = [eS SMERUCSRIC. RATE TUSDHERIS. ce eco | DAF LMte | Pas iy\ load docs JQ xnwe z | | a= 21 +a } \ FRMLMAD. WM (2024-00-01 | EoParue (ene ——_ - ——— 3) 41 split chunks Rain” | ai” ry” | , [REVSIL. || RFE So. || \J ] r al ~ Bw id"
ch08-rag-debug-ladder-en.webp,True,176312,ch08-rag-debug-ladder-en.webp,True,ch08-rag-debug-ladder-en-ja.webp,False,localized_variant,RAG Debugging Ladder Fix the first broken layer before tuning the model | __ I iN — Source Documents (vy) — | are the files clean? No errors ——_’ & readable — —|=|=| Chunking =| |= @ =|= =) are chunks readable? ; Good size Gs a ee oe & cohe
ch08-rag-debug-ladder-ja.webp,True,191528,ch08-rag-debug-ladder-ja-en.webp,False,ch08-rag-debug-ladder-ja.webp,True,localized_variant,mt! \ ¥ RAG 7/\ v7 fa ‘a RUOIRBNCKBEBlLTDStETILeAe iN = NAVIAPILpd§6 O TNE ALARM. docx (V) iv) DPtWisENW? {HER xIsx Qo I7-eL mi Bars Fry Gl ball ead Fxry7 Chunk 001 = Chunk 002 = Chunk 003 iy) BMRIE REFBS SRB: chunk (di 3 ? wie oreo xanee-
ch08-rag-debug-output-result-map-en.webp,True,836378,ch08-rag-debug-output-result-map-en.webp,True,ch08-rag-debug-output-result-map-en-ja.webp,False,localized_variant,"= di oe Es Reading Minimal RAG Debug Output A Inspect what was retrieved before trusting the final answer. 1@ user question ‘OS How long orter ss I retrieve(top_k=2) a, purchase can T ge a i» | a refund ? 1 ye ca Ee f hit 1 | Refund Policy:"
ch08-rag-debug-output-result-map-ja.webp,True,801368,ch08-rag-debug-output-result-map-ja-en.webp,False,ch08-rag-debug-output-result-map-ja.webp,True,localized_variant,"a = in a s+ 8 RAG OFT Ny THN BRE eA ILI ERTS EDS OE EELS EI OILED DEES LEE SEITE TT OIE ET TEES OES —— | B KE gy Mie ° 2n a BROS OAc, MRR AHEM EAEIRTS. S| ~ \, = 1-4-0 SBA ES =a RETTHET A? ay _. : ke2 APULIT ALE RAREBL, | ia [retrieveltop- "
ch08-rag-engineering-en.webp,True,340908,ch08-rag-engineering-en.webp,True,ch08-rag-engineering-en-ja.webp,False,localized_variant,"a s — RAG: Read Evidence Before Answerin e a Turn documents into retrievable evidence, then answer with citations. 2 = — 2 Syster Maul 1) mil) API Reference PB Release24 {Support Ticket #84217 \ ——— Zi a = she documents iF Timeout behavior "
ch08-rag-engineering-ja.webp,True,374650,ch08-rag-engineering-ja-en.webp,False,ch08-rag-engineering-ja.webp,True,localized_variant,"° = Fy BATHS ER == * @ RAG : #RBL@ 5 bBAR ; MBCARCESRWICL, LLM df citation FETHRS_ | PDF | pRoheryt Beas | BV=aT IY ae 28 ' —— pene aa S: S50 ite 1g 1) documents ax 1 HB: Z P= lap agp a : ioe aaa PDF, Y=a7Ib, ere Silt FT yb ERE ] Bie z B : "
ch08-rag-eval-metric-output-ladder-map-en.webp,True,539408,ch08-rag-eval-metric-output-ladder-map-en.webp,True,ch08-rag-eval-metric-output-ladder-map-en-ja.webp,False,localized_variant,"~— Reading RAG Evaluation Output a ~~ Check retrieval first, then answer correctness, then evidence support. | Caan cere eeeneneeeeeenmeea en ne) example 1 Refund question: gold_doc=Refund Policy, matched. au pid gold_doc | retrieved_docs ("
ch08-rag-eval-metric-output-ladder-map-ja.webp,True,446878,ch08-rag-eval-metric-output-ladder-map-ja-en.webp,False,ch08-rag-eval-metric-output-ladder-map-ja.webp,True,localized_variant,"3 5 s+ S. =z S a RAG hh 77 % 250 _— es semeennneeneneneeneemumenneiini STARR. RIBS, RR GEMORAEHS. HF 1) eH: gold doceeeayy-, | (45) 2) sR: gold doc= sens onsen, 3 ———"" FHA eh, ——="" Top 2 TH 2 (Q) T-ARAR, BRIVIET (Q) WET AS e COLI PCE TO? LU"
ch08-rag-evaluation-layered-dashboard-map-en.webp,True,185728,ch08-rag-evaluation-layered-dashboard-map-en.webp,True,ch08-rag-evaluation-layered-dashboard-map-en-ja.webp,False,localized_variant,"~ RAG EvaluationNeeds “~— More Than the Final Answer de, Retrieval f Ea ) Recall@K MRR k* Toe, | B a ae) @ — B aa Qo - — MX Generation eS) Correctness Faithfulness A] QO 9 Q © ee @ eee ‘ Citation P) citation_ok 5 (Y) |) | aac) | aca | ea ie"
ch08-rag-evaluation-layered-dashboard-map-ja.webp,True,151882,ch08-rag-evaluation-layered-dashboard-map-ja-en.webp,False,ch08-rag-evaluation-layered-dashboard-map-ja.webp,True,localized_variant,RAG Fs S AE TCSETD M1) Recall@K +--+ @ RRR fF UL MRR Hi AL 2) Correctness — ++ @ Ey Faithfulness i @ mache | ER ad || Be 6. I citation_ok —— @ vor — cee 66 BOK AN mie Ch 4) latency @ iE 22eLe | <<a t C ) Oga oak PS SS ad failure rate @ KM
ch08-rag-evaluation-loop-map-v2-en.webp,True,238426,ch08-rag-evaluation-loop-map-v2-en.webp,True,ch08-rag-evaluation-loop-map-v2-en-ja.webp,False,localized_variant,+ RAG Evaluation & Debugging ~ x - + = A Closed Loop for Better Answers — KS 0 Test Set | (2) Gold Answer | 3] Gold Documents 5 (2) : A Reference (Gold) Reference (Gold) @ Guestions } Answers. Documents Bs! Sie) ered ee) aie) oi a Cee . oe
ch08-rag-evaluation-loop-map-v2-ja.webp,True,309782,ch08-rag-evaluation-loop-map-v2-ja-en.webp,False,ch08-rag-evaluation-loop-map-v2-ja.webp,True,localized_variant,"= ow "" 0G — a AX : + RAG HHBET NYT: © : — BEY DEM CESEDILFS BSeLY LF PERT Oz @ Test Set Fare — @) Gold Answer Es) | E) Gold Documents EA XH A-¥-O8P (HEROFA) ERLZSBEOS (BM) EROS BERLE (18) oh) > > iH Mg 86 =o ey ° | | Hanyy— ikAMBl FAQ : > |"
ch08-rag-evidence-pack-en.webp,True,148272,ch08-rag-evidence-pack-en.webp,True,ch08-rag-evidence-pack-en-ja.webp,False,localized_variant,"RAG Project Evidence Pack Your end-to-end proof from documents to trustworthy, cited answers {_\\ Source “o | docs DATA PACK ¥ [=] Source docs L) k 4 ["" , Chunks ses Chunks a G - eS ; | FA Embeddings @ (o2t -017 036... | -0.11 0.52 -0.08 Em"
ch08-rag-evidence-pack-ja.webp,True,200320,ch08-rag-evidence-pack-ja-en.webp,False,ch08-rag-evidence-pack-ja.webp,True,localized_variant,"~ = 0 RAG FAY ITbORMINYT EME ARN L, BRC HARES BOS = Y-2XB FeyI — embedding NTHILRSl F-ZOM RDS =a bls Car AD bILRAETO er) anal aM RIF PDF /Docx/Web@E SBILETEAKH = ATHILME RIBWFE-BAR-Z = AI bIDRS| RRO a ID x87-# —Ny Nsom \\ onl Wa Ral Ny L gs"
ch08-rag-experiment-eval-loop-map-en.webp,True,143634,ch08-rag-experiment-eval-loop-map-en.webp,True,ch08-rag-experiment-eval-loop-map-en-ja.webp,False,localized_variant,e e e e Optimize Like an Experiment Don’t guess — run a loop a Eval set eval set O I Baseline all e starting point v © “fs Change one variable get change just one thing ® (>)- oo Runeval run the pipeline v 5] Compare metrics Hit@k anee: cit
ch08-rag-experiment-eval-loop-map-ja.webp,True,182680,ch08-rag-experiment-eval-loop-map-ja-en.webp,False,ch08-rag-experiment-eval-loop-map-ja.webp,True,localized_variant,"RAG Omiible. Bin Cide< PRCT 1 le eval set = (2) b li BASELINE aseline |g. vw, © Be x @ evaluation + r6| = V) 5) a |e 7) keep / @ keep © rollback rollback Rltnié keep Biting rollback"
ch08-rag-finetune-responsibility-split-map-en.webp,True,169076,ch08-rag-finetune-responsibility-split-map-en.webp,True,ch08-rag-finetune-responsibility-split-map-en-ja.webp,False,localized_variant,"e e RAG + Fine-tuning Split responsibilities, not replacements Adds knowledge Adds behavior =|E| documents Document Base style Collection Model \ ot Retrieve oO—O— ‘ relevant —o——_ cereal information =e format Fine-tuning (adjust model 66 |"
ch08-rag-finetune-responsibility-split-map-ja.webp,True,177776,ch08-rag-finetune-responsibility-split-map-ja-en.webp,False,ch08-rag-finetune-responsibility-split-map-ja.webp,True,localized_variant,e e zg RAG € fine-tuning D278 Flak RAG / 47 Hl fine-tuning (fe [ RAG: ReHS | > Flat = #8 O ) HBOS LERS documents HERDS v Q retrieval ooo eeGs | v sees wens citations MLE MTEICT S | + “< knowledge BHELETU Sey) update Re BM CES we @ final ans
